left,127,277,36,186
right,38,323,264,414
bottom_left,177,327,36,186
bottom_right,223,373,264,414
left,127,277,36,186
right,38,323,264,414
bottom_left,177,327,36,186
bottom_right,223,373,264,414
left,127,277,78,228
right,38,323,222,372
bottom_left,177,327,78,228
bottom_right,223,373,222,372
left,127,277,78,228
right,38,323,222,372
bottom_left,177,327,78,228
bottom_right,223,373,222,372
left,173,323,66,216
right,-8,277,234,384
bottom_left,223,373,66,216
bottom_right,177,327,234,384
left,173,323,66,216
right,-8,277,234,384
bottom_left,223,373,66,216
bottom_right,177,327,234,384
