left,185,335,103,253
right,-20,265,197,347
bottom_left,235,385,103,253
bottom_right,165,315,197,347
left,185,335,103,253
right,-20,265,197,347
bottom_left,235,385,103,253
bottom_right,165,315,197,347
left,185,335,103,253
right,-20,265,197,347
bottom_left,235,385,103,253
bottom_right,165,315,197,347
left,185,335,66,216
right,-20,265,234,384
bottom_left,235,385,66,216
bottom_right,165,315,234,384
left,185,335,66,216
right,-20,265,234,384
bottom_left,235,385,66,216
bottom_right,165,315,234,384
left,229,379,66,216
right,-64,221,234,384
bottom_left,279,429,66,216
bottom_right,121,271,234,384
left,229,379,66,216
right,-64,221,234,384
bottom_left,279,429,66,216
bottom_right,121,271,234,384
