left,147,297,101,251
right,18,303,199,349
bottom_left,197,347,101,251
bottom_right,203,353,199,349
left,147,297,101,251
right,18,303,199,349
bottom_left,197,347,101,251
bottom_right,203,353,199,349
left,127,277,101,251
right,38,323,199,349
bottom_left,177,327,101,251
bottom_right,223,373,199,349
left,127,277,101,251
right,38,323,199,349
bottom_left,177,327,101,251
bottom_right,223,373,199,349
left,127,277,76,226
right,38,323,224,374
bottom_left,177,327,76,226
bottom_right,223,373,224,374
left,127,277,36,186
right,38,323,264,414
bottom_left,177,327,36,186
bottom_right,223,373,264,414
left,127,277,36,186
right,38,323,264,414
bottom_left,177,327,36,186
bottom_right,223,373,264,414
left,206,356,66,216
right,-41,244,234,384
bottom_left,256,406,66,216
bottom_right,144,294,234,384
left,206,356,66,216
right,-41,244,234,384
bottom_left,256,406,66,216
bottom_right,144,294,234,384
left,136,286,79,229
right,29,314,221,371
bottom_left,186,336,79,229
bottom_right,214,364,221,371
left,136,286,79,229
right,29,314,221,371
bottom_left,186,336,79,229
bottom_right,214,364,221,371
