left,196,346,43,193
right,-31,254,257,407
bottom_left,246,396,43,193
bottom_right,154,304,257,407
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
