left,199,349,103,253
right,-34,251,197,347
bottom_left,249,399,103,253
bottom_right,151,301,197,347
left,199,349,103,253
right,-34,251,197,347
bottom_left,249,399,103,253
bottom_right,151,301,197,347
left,190,340,103,253
right,-25,260,197,347
bottom_left,240,390,103,253
bottom_right,160,310,197,347
left,205,355,103,253
right,-40,245,197,347
bottom_left,255,405,103,253
bottom_right,145,295,197,347
left,226,376,103,253
right,-61,224,197,347
bottom_left,276,426,103,253
bottom_right,124,274,197,347
left,226,376,103,253
right,-61,224,197,347
bottom_left,276,426,103,253
bottom_right,124,274,197,347
left,226,376,103,253
right,-61,224,197,347
bottom_left,276,426,103,253
bottom_right,124,274,197,347
left,226,376,103,253
right,-61,224,197,347
bottom_left,276,426,103,253
bottom_right,124,274,197,347
