left,120,270,116,266
right,45,330,184,334
bottom_left,170,320,116,266
bottom_right,230,380,184,334
left,120,270,116,266
right,45,330,184,334
bottom_left,170,320,116,266
bottom_right,230,380,184,334
left,120,270,136,286
right,45,330,164,314
bottom_left,170,320,136,286
bottom_right,230,380,164,314
left,150,300,136,286
right,15,300,164,314
bottom_left,200,350,136,286
bottom_right,200,350,164,314
left,191,341,136,286
right,-26,259,164,314
bottom_left,241,391,136,286
bottom_right,159,309,164,314
left,191,341,136,286
right,-26,259,164,314
bottom_left,241,391,136,286
bottom_right,159,309,164,314
left,191,341,136,286
right,-26,259,164,314
bottom_left,241,391,136,286
bottom_right,159,309,164,314
left,191,341,136,286
right,-26,259,164,314
bottom_left,241,391,136,286
bottom_right,159,309,164,314
