left,199,349,103,253
right,-34,251,197,347
bottom_left,249,399,103,253
bottom_right,151,301,197,347
left,199,349,103,253
right,-34,251,197,347
bottom_left,249,399,103,253
bottom_right,151,301,197,347
left,172,322,111,261
right,-7,278,189,339
bottom_left,222,372,111,261
bottom_right,178,328,189,339
left,172,322,111,261
right,-7,278,189,339
bottom_left,222,372,111,261
bottom_right,178,328,189,339
left,172,322,111,261
right,-7,278,189,339
bottom_left,222,372,111,261
bottom_right,178,328,189,339
left,183,333,111,261
right,-18,267,189,339
bottom_left,233,383,111,261
bottom_right,167,317,189,339
left,192,342,111,261
right,-27,258,189,339
bottom_left,242,392,111,261
bottom_right,158,308,189,339
left,192,342,111,261
right,-27,258,189,339
bottom_left,242,392,111,261
bottom_right,158,308,189,339
left,192,342,100,250
right,-27,258,200,350
bottom_left,242,392,100,250
bottom_right,158,308,200,350
left,192,342,75,225
right,-27,258,225,375
bottom_left,242,392,75,225
bottom_right,158,308,225,375
left,192,342,75,225
right,-27,258,225,375
bottom_left,242,392,75,225
bottom_right,158,308,225,375
left,192,342,59,209
right,-27,258,241,391
bottom_left,242,392,59,209
bottom_right,158,308,241,391
left,192,342,59,209
right,-27,258,241,391
bottom_left,242,392,59,209
bottom_right,158,308,241,391
