left,242,392,164,314
right,-77,208,136,286
bottom_left,292,442,164,314
bottom_right,108,258,136,286
left,200,350,164,314
right,-35,250,136,286
bottom_left,250,400,164,314
bottom_right,150,300,136,286
left,139,289,164,314
right,26,311,136,286
bottom_left,189,339,164,314
bottom_right,211,361,136,286
left,139,289,136,286
right,26,311,164,314
bottom_left,189,339,136,286
bottom_right,211,361,164,314
left,139,289,168,318
right,26,311,132,282
bottom_left,189,339,168,318
bottom_right,211,361,132,282
left,157,307,168,318
right,8,293,132,282
bottom_left,207,357,168,318
bottom_right,193,343,132,282
left,170,320,168,318
right,-5,280,132,282
bottom_left,220,370,168,318
bottom_right,180,330,132,282
left,187,337,168,318
right,-22,263,132,282
bottom_left,237,387,168,318
bottom_right,163,313,132,282
left,187,337,128,278
right,-22,263,172,322
bottom_left,237,387,128,278
bottom_right,163,313,172,322
left,147,297,128,278
right,18,303,172,322
bottom_left,197,347,128,278
bottom_right,203,353,172,322
left,147,297,113,263
right,18,303,187,337
bottom_left,197,347,113,263
bottom_right,203,353,187,337
left,147,297,107,257
right,18,303,193,343
bottom_left,197,347,107,257
bottom_right,203,353,193,343
left,147,297,101,251
right,18,303,199,349
bottom_left,197,347,101,251
bottom_right,203,353,199,349
left,147,297,101,251
right,18,303,199,349
bottom_left,197,347,101,251
bottom_right,203,353,199,349
left,196,346,43,193
right,-31,254,257,407
bottom_left,246,396,43,193
bottom_right,154,304,257,407
left,229,379,66,216
right,-64,221,234,384
bottom_left,279,429,66,216
bottom_right,121,271,234,384
left,206,356,66,216
right,-41,244,234,384
bottom_left,256,406,66,216
bottom_right,144,294,234,384
left,206,356,66,216
right,-41,244,234,384
bottom_left,256,406,66,216
bottom_right,144,294,234,384
left,136,286,79,229
right,29,314,221,371
bottom_left,186,336,79,229
bottom_right,214,364,221,371
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,115,265,100,250
right,50,335,200,350
bottom_left,165,315,100,250
bottom_right,235,385,200,350
left,115,265,100,250
right,50,335,200,350
bottom_left,165,315,100,250
bottom_right,235,385,200,350
