left,196,346,43,193
right,-31,254,257,407
bottom_left,246,396,43,193
bottom_right,154,304,257,407
left,196,346,43,193
right,-31,254,257,407
bottom_left,246,396,43,193
bottom_right,154,304,257,407
left,229,379,66,216
right,-64,221,234,384
bottom_left,279,429,66,216
bottom_right,121,271,234,384
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,102,252,125,275
right,63,348,175,325
bottom_left,152,302,125,275
bottom_right,248,398,175,325
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
