left,196,346,43,193
right,-31,254,257,407
bottom_left,246,396,43,193
bottom_right,154,304,257,407
left,210,360,43,193
right,-45,240,257,407
bottom_left,260,410,43,193
bottom_right,140,290,257,407
left,185,335,43,193
right,-20,265,257,407
bottom_left,235,385,43,193
bottom_right,165,315,257,407
left,108,258,43,193
right,57,342,257,407
bottom_left,158,308,43,193
bottom_right,242,392,257,407
left,134,284,43,193
right,31,316,257,407
bottom_left,184,334,43,193
bottom_right,216,366,257,407
left,199,349,43,193
right,-34,251,257,407
bottom_left,249,399,43,193
bottom_right,151,301,257,407
left,199,349,73,223
right,-34,251,227,377
bottom_left,249,399,73,223
bottom_right,151,301,227,377
left,199,349,103,253
right,-34,251,197,347
bottom_left,249,399,103,253
bottom_right,151,301,197,347
left,199,349,103,253
right,-34,251,197,347
bottom_left,249,399,103,253
bottom_right,151,301,197,347
left,185,335,103,253
right,-20,265,197,347
bottom_left,235,385,103,253
bottom_right,165,315,197,347
left,127,277,28,178
right,38,323,272,422
bottom_left,177,327,28,178
bottom_right,223,373,272,422
left,127,277,28,178
right,38,323,272,422
bottom_left,177,327,28,178
bottom_right,223,373,272,422
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
