left,196,346,43,193
right,-31,254,257,407
bottom_left,246,396,43,193
bottom_right,154,304,257,407
left,196,346,43,193
right,-31,254,257,407
bottom_left,246,396,43,193
bottom_right,154,304,257,407
left,127,277,28,178
right,38,323,272,422
bottom_left,177,327,28,178
bottom_right,223,373,272,422
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,97,247
right,15,300,203,353
bottom_left,200,350,97,247
bottom_right,200,350,203,353
left,150,300,97,247
right,15,300,203,353
bottom_left,200,350,97,247
bottom_right,200,350,203,353
left,150,300,116,266
right,15,300,184,334
bottom_left,200,350,116,266
bottom_right,200,350,184,334
