left,192,342,59,209
right,-27,258,241,391
bottom_left,242,392,59,209
bottom_right,158,308,241,391
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,127,277
right,15,300,173,323
bottom_left,200,350,127,277
bottom_right,200,350,173,323
left,150,300,127,277
right,15,300,173,323
bottom_left,200,350,127,277
bottom_right,200,350,173,323
left,150,300,116,266
right,15,300,184,334
bottom_left,200,350,116,266
bottom_right,200,350,184,334
