left,147,297,101,251
right,18,303,199,349
bottom_left,197,347,101,251
bottom_right,203,353,199,349
left,147,297,101,251
right,18,303,199,349
bottom_left,197,347,101,251
bottom_right,203,353,199,349
left,206,356,66,216
right,-41,244,234,384
bottom_left,256,406,66,216
bottom_right,144,294,234,384
left,206,356,66,216
right,-41,244,234,384
bottom_left,256,406,66,216
bottom_right,144,294,234,384
left,198,348,79,229
right,-33,252,221,371
bottom_left,248,398,79,229
bottom_right,152,302,221,371
left,198,348,79,229
right,-33,252,221,371
bottom_left,248,398,79,229
bottom_right,152,302,221,371
left,115,265,100,250
right,50,335,200,350
bottom_left,165,315,100,250
bottom_right,235,385,200,350
