left,127,277,36,186
right,38,323,264,414
bottom_left,177,327,36,186
bottom_right,223,373,264,414
left,127,277,36,186
right,38,323,264,414
bottom_left,177,327,36,186
bottom_right,223,373,264,414
left,206,356,66,216
right,-41,244,234,384
bottom_left,256,406,66,216
bottom_right,144,294,234,384
left,206,356,66,216
right,-41,244,234,384
bottom_left,256,406,66,216
bottom_right,144,294,234,384
left,173,323,66,216
right,-8,277,234,384
bottom_left,223,373,66,216
bottom_right,177,327,234,384
left,173,323,66,216
right,-8,277,234,384
bottom_left,223,373,66,216
bottom_right,177,327,234,384
left,136,286,79,229
right,29,314,221,371
bottom_left,186,336,79,229
bottom_right,214,364,221,371
left,136,286,79,229
right,29,314,221,371
bottom_left,186,336,79,229
bottom_right,214,364,221,371
left,148,298,79,229
right,17,302,221,371
bottom_left,198,348,79,229
bottom_right,202,352,221,371
left,148,298,79,229
right,17,302,221,371
bottom_left,198,348,79,229
bottom_right,202,352,221,371
left,166,316,79,229
right,-1,284,221,371
bottom_left,216,366,79,229
bottom_right,184,334,221,371
left,188,338,79,229
right,-23,262,221,371
bottom_left,238,388,79,229
bottom_right,162,312,221,371
left,188,338,79,229
right,-23,262,221,371
bottom_left,238,388,79,229
bottom_right,162,312,221,371
