left,226,376,103,253
right,-61,224,197,347
bottom_left,276,426,103,253
bottom_right,124,274,197,347
left,226,376,103,253
right,-61,224,197,347
bottom_left,276,426,103,253
bottom_right,124,274,197,347
left,204,354,103,253
right,-39,246,197,347
bottom_left,254,404,103,253
bottom_right,146,296,197,347
left,185,335,103,253
right,-20,265,197,347
bottom_left,235,385,103,253
bottom_right,165,315,197,347
left,185,335,103,253
right,-20,265,197,347
bottom_left,235,385,103,253
bottom_right,165,315,197,347
