left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,164,314,100,250
right,1,286,200,350
bottom_left,214,364,100,250
bottom_right,186,336,200,350
left,179,329,100,250
right,-14,271,200,350
bottom_left,229,379,100,250
bottom_right,171,321,200,350
left,179,329,119,269
right,-14,271,181,331
bottom_left,229,379,119,269
bottom_right,171,321,181,331
left,179,329,131,281
right,-14,271,169,319
bottom_left,229,379,131,281
bottom_right,171,321,169,319
left,195,345,131,281
right,-30,255,169,319
bottom_left,245,395,131,281
bottom_right,155,305,169,319
left,222,372,131,281
right,-57,228,169,319
bottom_left,272,422,131,281
bottom_right,128,278,169,319
left,152,302,131,281
right,13,298,169,319
bottom_left,202,352,131,281
bottom_right,198,348,169,319
left,148,298,131,281
right,17,302,169,319
bottom_left,198,348,131,281
bottom_right,202,352,169,319
left,149,299,131,281
right,16,301,169,319
bottom_left,199,349,131,281
bottom_right,201,351,169,319
left,150,300,131,281
right,15,300,169,319
bottom_left,200,350,131,281
bottom_right,200,350,169,319
left,150,300,103,253
right,15,300,197,347
bottom_left,200,350,103,253
bottom_right,200,350,197,347
left,150,300,56,206
right,15,300,244,394
bottom_left,200,350,56,206
bottom_right,200,350,244,394
left,150,300,95,245
right,15,300,205,355
bottom_left,200,350,95,245
bottom_right,200,350,205,355
left,150,300,100,250
right,15,300,200,350
bottom_left,200,350,100,250
bottom_right,200,350,200,350
left,150,300,97,247
right,15,300,203,353
bottom_left,200,350,97,247
bottom_right,200,350,203,353
